Problem_ID, |Operations|, |Resources|, Avg(Mi), Avg(Rim), Avg(pref), Avg(Tim), Avg(Him), Avg(Dim), Rim_mean, Rim_stdev, Rim_median, Rim_CV, Rim_range, Cross_resources, Total_run_time, Nodes, Queue_size, MIP_infeasible, longest_preceding, mean_preceding, LB, UB, greedy_1, time, feasibles, cross_resources, improved_generation, cross_best_solution, greedy_2, time, feasibles, cross_resources, improved_generation, cross_best_solution, greedy_3, time, feasibles, cross_resources, improved_generation, cross_best_solution, greedy_4, time, feasibles, cross_resources, improved_generation, cross_best_solution, greedy_5, time, feasibles, cross_resources, improved_generation, cross_best_solution, greedy_6, time, feasibles, cross_resources, improved_generation, cross_best_solution, greedy_7, time, feasibles, cross_resources, improved_generation, cross_best_solution, solution
16634, 100, 17, 7.430, 4.580, 0.890, 300.810, 0.559, 88.420, 5.940, 1.262, 5.000, 0.212, 5.000, 244412, 0.000, 0, 0, False, 9, 1.74, 2264.0, 3286.0, 4085.0, 0.900, 100.000, 19.0, -1, True, 4205.0, 10.252, 100.000, 13.0, -1, True, 3286.0, 0.990, 100.000, 17.0, -1, True, 4507.0, 1.170, 100.000, 16.0, -1, True, 3470.0, 1.052, 100.000, 15.0, -1, True, 3933.0, 1.030, 100.000, 16.0, -1, True, 3385.0, 0.909, 100.000, 12.0, -1, True, 3286.0
16651, 19, 6, 7.579, 2.007, 0.947, 313.653, 0.519, 128.630, 1.737, 0.452, 2.000, 0.260, 1.000, 1102, 0.000, 0, 0, False, 6, 1.9473684210526316, 1581.0, 1581.0, 1750.0, 0.034, 100.000, 0.0, -1, False, 1642.0, 0.091, 100.000, 2.0, -1, True, 1581.0, 0.029, 100.000, 4.0, -1, True, 1816.0, 0.027, 100.000, 3.0, -1, True, 1581.0, 0.032, 100.000, 0.0, -1, False, 1680.0, 0.038, 100.000, 1.0, -1, True, 1634.0, 0.039, 100.000, 0.0, -1, False, 1581.0
16650, 31, 6, 7.097, 1.936, 0.806, 301.232, 0.238, 182.784, 1.806, 0.402, 2.000, 0.222, 1.000, 2922, 0.000, 0, 0, False, 5, 1.032258064516129, 1402.0, 1833.0, 2165.0, 0.051, 100.000, 1.0, -1, True, 2047.0, 0.357, 100.000, 0.0, -1, False, 1833.0, 0.050, 100.000, 0.0, -1, False, 2473.0, 0.055, 100.000, 0.0, -1, False, 1947.0, 0.059, 100.000, 0.0, -1, False, 1912.0, 0.048, 100.000, 0.0, -1, False, 1931.0, 0.047, 100.000, 1.0, -1, True, 1833.0
16655, 21, 4, 7.143, 3.013, 0.667, 302.267, 0.818, 67.544, 1.762, 0.436, 3.000, 0.248, 1.000, 22528, 0.000, 0, 0, False, 3, 0.7619047619047619, 916.0, 1323.0, 1323.0, 0.045, 100.000, 23.0, -1, True, 1728.0, 0.204, 100.000, 17.0, -1, True, 1388.0, 0.047, 100.000, 14.0, -1, True, 1408.0, 0.042, 100.000, 22.0, -1, True, 1412.0, 0.032, 100.000, 12.0, -1, True, 1436.0, 0.040, 100.000, 15.0, -1, True, 1399.0, 0.038, 100.000, 19.0, -1, True, 1323.0
16654, 20, 5, 7.800, 3.968, 0.800, 299.603, 0.608, 103.115, 1.950, 0.224, 4.000, 0.115, 1.000, 41904, 0.000, 0, 0, False, 4, 0.95, 1042.0, 2012.0, 2267.0, 0.051, 100.000, 6.0, -1, True, 2412.0, 0.149, 100.000, 2.0, -1, True, 2071.0, 0.069, 100.000, 7.0, -1, True, 2305.0, 0.059, 100.000, 7.0, -1, True, 2012.0, 0.067, 100.000, 11.0, -1, True, 2109.0, 0.047, 100.000, 7.0, -1, True, 2291.0, 0.050, 100.000, 5.0, -1, True, 2012.0
16652, 26, 8, 7.308, 5.826, 3.077, 296.137, 0.723, 71.717, 3.654, 0.562, 6.000, 0.154, 2.000, 92750, 0.000, 0, 0, False, 13, 7.576923076923077, 3188.0, 3469.0, 3835.0, 0.166, 100.000, 12.0, -1, True, 3668.0, 0.210, 100.000, 8.0, -1, True, 3469.0, 0.144, 100.000, 9.0, -1, True, 3726.0, 0.117, 100.000, 9.0, -1, True, 3486.0, 0.138, 100.000, 13.0, -1, True, 3687.0, 0.148, 100.000, 11.0, -1, True, 3899.0, 0.121, 100.000, 8.0, -1, True, 3469.0
16656, 59, 5, 2.356, 1.468, 4.288, 311.835, 0.121, 236.074, 0.458, 0.502, 1.000, 1.098, 1.000, 268, 0.000, 0, 0, False, 40, 19.966101694915253, 11635.0, 11757.0, 12218.0, 0.057, 100.000, 0.0, -1, False, 12097.0, 0.074, 100.000, 0.0, -1, False, 11757.0, 0.043, 100.000, 0.0, -1, False, 12137.0, 0.035, 100.000, 0.0, -1, False, 12082.0, 0.055, 100.000, 0.0, -1, False, 12151.0, 0.059, 100.000, 0.0, -1, False, 11757.0, 0.044, 100.000, 0.0, -1, False, 11757.0
16653, 42, 4, 7.381, 3.061, 4.095, 300.703, 0.821, 67.292, 1.881, 0.328, 3.000, 0.174, 1.000, 79194, 0.000, 0, 0, False, 26, 14.214285714285714, 6008.0, 6159.0, 6405.0, 0.167, 100.000, 11.0, -1, True, 6436.0, 0.219, 100.000, 12.0, -1, True, 6159.0, 0.156, 100.000, 14.0, -1, True, 6514.0, 0.157, 100.000, 13.0, -1, True, 6311.0, 0.182, 100.000, 16.0, -1, True, 6417.0, 0.134, 100.000, 14.0, -1, True, 6246.0, 0.165, 100.000, 14.0, -1, True, 6159.0
16657, 64, 6, 2.688, 2.029, 4.250, 302.297, 0.554, 119.484, 0.984, 0.787, 2.000, 0.799, 2.000, 1974, 0.000, 0, 0, False, 38, 19.65625, 10715.0, 10790.0, 11151.0, 0.083, 100.000, 3.0, -1, True, 11268.0, 0.162, 100.000, 2.0, -1, True, 10790.0, 0.096, 100.000, 3.0, -1, True, 11484.0, 0.085, 100.000, 4.0, -1, True, 11920.0, 0.111, 100.000, 4.0, -1, True, 11432.0, 0.115, 100.000, 2.0, -1, True, 10974.0, 0.126, 100.000, 4.0, -1, True, 10790.0
16636, 65, 12, 7.831, 8.961, 4.138, 303.228, 0.822, 48.922, 5.108, 0.937, 9.000, 0.184, 4.000, 2287008, 0.000, 0, 0, False, 31, 15.492307692307692, 7194.0, 7889.0, 8622.0, 1.107, 100.000, 31.0, -1, True, 8452.0, 1.960, 100.000, 31.0, -1, True, 7889.0, 1.063, 100.000, 34.0, -1, True, 8732.0, 1.137, 100.000, 32.0, -1, True, 8648.0, 1.069, 100.000, 38.0, -1, True, 8851.0, 1.109, 100.000, 30.0, -1, True, 8127.0, 1.002, 100.000, 34.0, -1, True, 7889.0
16658, 64, 3, 2.547, 1.497, 0.844, 294.331, 0.127, 220.037, 0.484, 0.504, 1.000, 1.040, 1.000, 1826, 0.000, 0, 0, False, 11, 2.015625, 3240.0, 7327.0, 8278.0, 0.065, 100.000, 0.0, -1, False, 8091.0, 0.309, 100.000, 0.0, -1, False, 7327.0, 0.070, 100.000, 0.0, -1, False, 7839.0, 0.063, 100.000, 0.0, -1, False, 7407.0, 0.069, 100.000, 0.0, -1, False, 7726.0, 0.062, 100.000, 0.0, -1, False, 7336.0, 0.066, 100.000, 0.0, -1, False, 7327.0
16663, 52, 4, 2.615, 2.816, 1.096, 294.331, 0.807, 71.697, 0.962, 0.816, 3.000, 0.848, 2.000, 15314, 0.000, 0, 0, False, 10, 2.269230769230769, 2734.0, 3841.0, 4406.0, 0.080, 100.000, 33.0, -1, True, 4044.0, 0.303, 100.000, 22.0, -1, True, 3841.0, 0.094, 100.000, 35.0, -1, True, 4525.0, 0.099, 100.000, 31.0, -1, True, 3914.0, 0.085, 100.000, 39.0, -1, True, 4719.0, 0.072, 100.000, 31.0, -1, True, 3885.0, 0.064, 100.000, 33.0, -1, True, 3841.0
16659, 99, 9, 2.253, 2.543, 0.919, 295.341, 0.626, 87.589, 1.111, 1.168, 3.000, 1.052, 3.000, 5744, 0.000, 0, 0, False, 7, 1.6666666666666667, 2093.0, 3741.0, 4374.0, 0.215, 100.000, 30.0, -1, True, 4147.0, 2.235, 100.000, 20.0, -1, True, 3741.0, 0.235, 100.000, 22.0, -1, True, 4434.0, 0.250, 100.000, 18.0, -1, True, 3904.0, 0.259, 100.000, 21.0, -1, True, 4366.0, 0.247, 100.000, 21.0, -1, True, 3852.0, 0.254, 100.000, 23.0, -1, True, 3741.0
16661, 86, 4, 2.674, 3.061, 4.791, 294.461, 0.824, 65.209, 0.977, 0.811, 3.000, 0.831, 2.000, 59266, 0.000, 0, 0, False, 52, 24.77906976744186, 13899.0, 14204.0, 14782.0, 0.244, 100.000, 25.0, -1, True, 15151.0, 0.345, 100.000, 17.0, -1, True, 14204.0, 0.198, 100.000, 30.0, -1, True, 14513.0, 0.240, 100.000, 25.0, -1, True, 14680.0, 0.208, 100.000, 25.0, -1, True, 14731.0, 0.207, 100.000, 24.0, -1, True, 14326.0, 0.207, 100.000, 24.0, -1, True, 14204.0
16660, 68, 8, 2.456, 6.108, 4.603, 302.210, 0.745, 69.925, 1.750, 1.397, 6.000, 0.798, 4.000, 118358, 0.000, 0, 0, False, 49, 27.264705882352942, 13851.0, 14501.0, 14782.0, 0.245, 100.000, 11.0, -1, True, 15230.0, 0.290, 100.000, 6.0, -1, True, 14501.0, 0.284, 100.000, 14.0, -1, True, 15015.0, 0.216, 100.000, 15.0, -1, True, 15696.0, 0.260, 100.000, 12.0, -1, True, 15100.0, 0.255, 100.000, 10.0, -1, True, 14863.0, 0.225, 100.000, 11.0, -1, True, 14501.0
16664, 70, 6, 7.414, 1.956, 4.629, 304.802, 0.233, 186.262, 1.843, 0.367, 2.000, 0.199, 1.000, 17656, 0.000, 0, 0, False, 44, 22.928571428571427, 10244.0, 10347.0, 10814.0, 0.278, 100.000, 0.0, -1, False, 10904.0, 0.421, 100.000, 0.0, -1, False, 10347.0, 0.240, 100.000, 0.0, -1, False, 10811.0, 0.311, 100.000, 0.0, -1, False, 10558.0, 0.248, 100.000, 0.0, -1, False, 10651.0, 0.242, 100.000, 0.0, -1, False, 10732.0, 0.262, 100.000, 0.0, -1, False, 10347.0
16662, 69, 9, 2.478, 7.099, 0.986, 294.930, 0.783, 58.958, 1.609, 1.427, 7.000, 0.887, 4.000, 187646, 0.000, 0, 0, False, 12, 2.4057971014492754, 3920.0, 7409.0, 8318.0, 0.342, 100.000, 44.0, -1, True, 7864.0, 1.420, 100.000, 47.0, -1, True, 7497.0, 0.360, 100.000, 53.0, -1, True, 8566.0, 0.348, 100.000, 40.0, -1, True, 7424.0, 0.357, 100.000, 51.0, -1, True, 8117.0, 0.321, 100.000, 47.0, -1, True, 7409.0, 0.346, 100.000, 51.0, -1, True, 7409.0
16666, 64, 5, 7.562, 1.527, 0.969, 300.667, 0.144, 221.099, 0.984, 0.125, 2.000, 0.127, 1.000, 5458, 0.000, 0, 0, False, 8, 1.84375, 2202.0, 3836.0, 4074.0, 0.198, 100.000, 0.0, -1, False, 4172.0, 1.247, 100.000, 0.0, -1, False, 4016.0, 0.175, 100.000, 0.0, -1, False, 4398.0, 0.134, 100.000, 0.0, -1, False, 4030.0, 0.143, 100.000, 0.0, -1, False, 4337.0, 0.161, 100.000, 0.0, -1, False, 3836.0, 0.156, 100.000, 0.0, -1, False, 3836.0
16665, 65, 5, 7.846, 1.516, 4.292, 301.316, 0.384, 173.969, 0.969, 0.174, 2.000, 0.180, 1.000, 5062, 0.000, 0, 0, False, 34, 17.276923076923076, 7847.0, 7847.0, 7975.0, 0.237, 100.000, 2.0, -1, True, 8200.0, 0.403, 100.000, 0.0, -1, False, 7847.0, 0.227, 100.000, 1.0, -1, True, 8327.0, 0.215, 100.000, 1.0, -1, True, 8190.0, 0.215, 100.000, 1.0, -1, True, 7997.0, 0.196, 100.000, 1.0, -1, True, 8209.0, 0.223, 100.000, 1.0, -1, True, 7847.0
16667, 76, 6, 7.224, 2.042, 1.026, 298.661, 0.545, 117.383, 1.908, 0.291, 2.000, 0.153, 1.000, 27098, 0.000, 0, 0, False, 7, 1.7105263157894737, 1680.0, 3196.0, 3563.0, 0.299, 100.000, 9.0, -1, True, 3365.0, 2.440, 100.000, 13.0, -1, True, 3196.0, 0.335, 100.000, 13.0, -1, True, 3592.0, 0.363, 100.000, 14.0, -1, True, 3391.0, 0.302, 100.000, 19.0, -1, True, 3495.0, 0.363, 100.000, 18.0, -1, True, 3227.0, 0.316, 100.000, 15.0, -1, True, 3196.0
16672, 29, 11, 2.448, 3.507, 3.345, 315.465, 0.481, 115.498, 2.000, 1.871, 3.000, 0.935, 5.000, 860, 0.001, 0, 0, False, 16, 9.137931034482758, 4490.0, 4924.0, 4924.0, 0.036, 100.000, 3.0, -1, True, 5050.0, 0.072, 100.000, 2.0, -1, True, 5047.0, 0.030, 100.000, 4.0, -1, True, 5039.0, 0.049, 100.000, 3.0, -1, True, 5083.0, 0.027, 100.000, 2.0, -1, True, 5101.0, 0.037, 100.000, 4.0, -1, True, 5182.0, 0.037, 100.000, 3.0, -1, True, 4924.0
16673, 10, 18, 2.800, 3.929, 1.700, 302.071, 0.720, 55.018, 4.900, 1.792, 3.500, 0.366, 5.000, 158, 0.001, 0, 0, False, 4, 2.3, 1297.0, 1318.0, 1318.0, 0.016, 100.000, 1.0, -1, True, 1391.0, 0.016, 100.000, 2.0, -1, True, 1318.0, 0.008, 100.000, 1.0, -1, True, 1318.0, 0.009, 100.000, 1.0, -1, True, 1391.0, 0.009, 100.000, 2.0, -1, True, 1318.0, 0.014, 100.000, 1.0, -1, True, 1485.0, 0.013, 100.000, 0.0, -1, False, 1318.0
16674, 21, 16, 2.286, 4.812, 0.857, 304.875, 0.612, 84.779, 1.952, 1.962, 5.000, 1.005, 6.000, 942, 0.000, 0, 0, False, 3, 0.8095238095238095, 1101.0, 1425.0, 1639.0, 0.019, 100.000, 4.0, -1, True, 1812.0, 0.093, 100.000, 2.0, -1, True, 1511.0, 0.021, 100.000, 6.0, -1, True, 1657.0, 0.038, 100.000, 11.0, -1, True, 1487.0, 0.019, 100.000, 7.0, -1, True, 1425.0, 0.027, 100.000, 5.0, -1, True, 1553.0, 0.032, 100.000, 6.0, -1, True, 1425.0
16671, 60, 4, 7.300, 2.984, 0.867, 301.785, 0.826, 67.674, 1.883, 0.324, 3.000, 0.172, 1.000, 215344, 0.000, 0, 0, False, 5, 1.3666666666666667, 1385.0, 3429.0, 3676.0, 0.265, 100.000, 55.0, -1, True, 3503.0, 2.409, 100.000, 45.0, -1, True, 3499.0, 0.284, 100.000, 40.0, -1, True, 3741.0, 0.270, 100.000, 42.0, -1, True, 3429.0, 0.266, 100.000, 48.0, -1, True, 3868.0, 0.323, 100.000, 55.0, -1, True, 3655.0, 0.279, 100.000, 52.0, -1, True, 3429.0
16675, 41, 12, 2.317, 3.495, 0.634, 293.947, 0.675, 60.630, 2.073, 1.929, 3.000, 0.930, 5.000, 2546, 0.000, 0, 0, False, 6, 1.2682926829268293, 1870.0, 1870.0, 2538.0, 0.072, 100.000, 14.0, -1, True, 2881.0, 0.343, 100.000, 19.0, -1, True, 1870.0, 0.059, 100.000, 13.0, -1, True, 2072.0, 0.069, 100.000, 12.0, -1, True, 2089.0, 0.075, 100.000, 17.0, -1, True, 2240.0, 0.055, 100.000, 15.0, -1, True, 1953.0, 0.044, 100.000, 20.0, -1, True, 1870.0
16676, 40, 10, 2.350, 7.383, 4.500, 299.521, 0.784, 57.857, 1.675, 1.607, 7.000, 0.960, 5.000, 43884, 0.000, 0, 0, False, 27, 14.4, 7652.0, 8156.0, 8575.0, 0.088, 100.000, 7.0, -1, True, 8704.0, 0.130, 100.000, 5.0, -1, True, 8156.0, 0.102, 100.000, 13.0, -1, True, 8346.0, 0.100, 100.000, 11.0, -1, True, 8947.0, 0.130, 100.000, 8.0, -1, True, 8554.0, 0.095, 100.000, 10.0, -1, True, 8332.0, 0.102, 100.000, 11.0, -1, True, 8156.0
16677, 27, 15, 2.778, 11.160, 3.556, 300.093, 0.944, 14.723, 3.148, 2.316, 11.000, 0.736, 7.000, 56632, 0.001, 0, 0, False, 12, 7.333333333333333, 3729.0, 3729.0, 3768.0, 0.091, 100.000, 27.0, -1, True, 4081.0, 0.124, 100.000, 23.0, -1, True, 3729.0, 0.118, 100.000, 35.0, -1, True, 3729.0, 0.099, 100.000, 30.0, -1, True, 3730.0, 0.120, 100.000, 32.0, -1, True, 3798.0, 0.105, 100.000, 28.0, -1, True, 3754.0, 0.096, 100.000, 31.0, -1, True, 3729.0
16637, 88, 12, 7.375, 9.076, 4.636, 302.190, 0.942, 18.782, 5.045, 0.921, 9.000, 0.183, 4.000, 4022272, 0.000, 0, 0, False, 49, 25.363636363636363, 11204.0, 11265.0, 11500.0, 1.705, 100.000, 74.0, -1, True, 11853.0, 3.034, 100.000, 61.0, -1, True, 11265.0, 1.828, 100.000, 70.0, -1, True, 11668.0, 1.744, 100.000, 65.0, -1, True, 11725.0, 1.609, 100.000, 66.0, -1, True, 11667.0, 1.658, 100.000, 68.0, -1, True, 11522.0, 1.582, 100.000, 73.0, -1, True, 11265.0
16668, 76, 5, 7.526, 4.002, 4.461, 301.024, 0.611, 103.082, 1.829, 0.379, 4.000, 0.207, 1.000, 648578, 0.000, 0, 0, False, 44, 21.039473684210527, 10482.0, 11433.0, 12220.0, 0.637, 100.000, 18.0, -1, True, 12333.0, 0.983, 100.000, 14.0, -1, True, 11433.0, 0.568, 100.000, 24.0, -1, True, 12388.0, 0.552, 100.000, 16.0, -1, True, 12298.0, 0.637, 100.000, 19.0, -1, True, 12694.0, 0.661, 100.000, 20.0, -1, True, 11896.0, 0.594, 100.000, 15.0, -1, True, 11433.0
16679, 20, 18, 2.500, 13.560, 0.700, 305.960, 0.964, 12.704, 3.350, 2.889, 13.500, 0.862, 8.000, 49776, 0.000, 0, 0, False, 4, 1, 1352.0, 1352.0, 1474.0, 0.072, 100.000, 41.0, -1, True, 1485.0, 0.202, 100.000, 49.0, -1, True, 1352.0, 0.070, 100.000, 43.0, -1, True, 1505.0, 0.071, 100.000, 49.0, -1, True, 1402.0, 0.053, 100.000, 46.0, -1, True, 1470.0, 0.066, 100.000, 47.0, -1, True, 1397.0, 0.051, 100.000, 50.0, -1, True, 1352.0
16678, 30, 18, 2.467, 13.662, 0.767, 300.108, 0.886, 32.440, 3.567, 3.266, 14.000, 0.916, 9.000, 130032, 0.000, 0, 0, False, 3, 0.9, 1126.0, 2683.0, 3027.0, 0.159, 100.000, 34.0, -1, True, 3102.0, 0.664, 100.000, 36.0, -1, True, 2738.0, 0.160, 100.000, 39.0, -1, True, 3034.0, 0.201, 100.000, 37.0, -1, True, 2683.0, 0.165, 100.000, 41.0, -1, True, 3088.0, 0.195, 100.000, 27.0, -1, True, 2820.0, 0.169, 100.000, 34.0, -1, True, 2683.0
16669, 79, 6, 7.177, 4.586, 4.734, 300.432, 0.877, 41.714, 2.595, 0.651, 5.000, 0.251, 2.000, 820820, 0.000, 0, 0, False, 47, 22.354430379746834, 10776.0, 10874.0, 11407.0, 0.632, 100.000, 31.0, -1, True, 11598.0, 1.155, 100.000, 28.0, -1, True, 10874.0, 0.734, 100.000, 36.0, -1, True, 11308.0, 0.703, 100.000, 34.0, -1, True, 11122.0, 0.670, 100.000, 34.0, -1, True, 11140.0, 0.695, 100.000, 36.0, -1, True, 11139.0, 0.728, 100.000, 32.0, -1, True, 10874.0
16684, 16, 10, 8.125, 7.523, 2.625, 302.200, 0.789, 57.480, 4.625, 0.619, 8.000, 0.134, 2.000, 55828, 0.000, 0, 0, False, 8, 4.25, 2109.0, 2363.0, 2478.0, 0.077, 100.000, 9.0, -1, True, 2568.0, 0.119, 100.000, 6.0, -1, True, 2392.0, 0.067, 100.000, 5.0, -1, True, 2363.0, 0.080, 100.000, 6.0, -1, True, 2430.0, 0.084, 100.000, 7.0, -1, True, 2472.0, 0.068, 100.000, 8.0, -1, True, 2519.0, 0.060, 100.000, 4.0, -1, True, 2363.0
16682, 36, 11, 7.861, 3.647, 0.778, 296.597, 0.491, 106.782, 4.333, 0.956, 4.000, 0.221, 4.000, 28494, 0.000, 0, 0, False, 5, 1.6111111111111112, 1338.0, 1853.0, 2047.0, 0.158, 100.000, 6.0, -1, True, 2294.0, 0.719, 100.000, 2.0, -1, True, 1863.0, 0.161, 100.000, 5.0, -1, True, 2059.0, 0.202, 100.000, 8.0, -1, True, 2054.0, 0.143, 100.000, 5.0, -1, True, 2129.0, 0.158, 100.000, 5.0, -1, True, 1853.0, 0.187, 100.000, 2.0, -1, True, 1853.0
16683, 26, 16, 7.731, 4.532, 0.731, 300.124, 0.775, 44.157, 5.808, 1.167, 4.000, 0.201, 4.000, 15904, 0.000, 0, 0, False, 4, 0.8846153846153846, 1118.0, 1118.0, 1137.0, 0.123, 100.000, 28.0, -1, True, 1218.0, 0.652, 100.000, 29.0, -1, True, 1118.0, 0.098, 100.000, 25.0, -1, True, 1238.0, 0.137, 100.000, 21.0, -1, True, 1123.0, 0.147, 100.000, 30.0, -1, True, 1155.0, 0.139, 100.000, 28.0, -1, True, 1229.0, 0.119, 100.000, 24.0, -1, True, 1118.0
16681, 44, 11, 7.932, 3.696, 3.500, 296.774, 0.732, 55.097, 4.341, 0.914, 4.000, 0.210, 3.000, 38110, 0.000, 0, 0, False, 20, 9.954545454545455, 4757.0, 4757.0, 4863.0, 0.239, 100.000, 14.0, -1, True, 5119.0, 0.568, 100.000, 16.0, -1, True, 4757.0, 0.217, 100.000, 10.0, -1, True, 4865.0, 0.263, 100.000, 16.0, -1, True, 4909.0, 0.227, 100.000, 9.0, -1, True, 4865.0, 0.262, 100.000, 9.0, -1, True, 4843.0, 0.233, 100.000, 10.0, -1, True, 4757.0
16686, 15, 11, 7.067, 8.274, 1.000, 298.679, 0.806, 52.038, 4.200, 0.775, 8.000, 0.184, 2.000, 71118, 0.000, 0, 0, False, 5, 1.2666666666666666, 1410.0, 1410.0, 1709.0, 0.050, 100.000, 12.0, -1, True, 1892.0, 0.143, 100.000, 11.0, -1, True, 1410.0, 0.076, 100.000, 17.0, -1, True, 1754.0, 0.062, 100.000, 12.0, -1, True, 1410.0, 0.080, 100.000, 15.0, -1, True, 1603.0, 0.063, 100.000, 13.0, -1, True, 1472.0, 0.058, 100.000, 12.0, -1, True, 1410.0
16680, 44, 19, 7.659, 5.175, 4.159, 302.961, 0.581, 77.919, 7.455, 1.784, 5.000, 0.239, 7.000, 48498, 0.000, 0, 0, False, 25, 13.954545454545455, 5957.0, 6138.0, 6290.0, 0.294, 100.000, 4.0, -1, True, 6516.0, 0.552, 100.000, 4.0, -1, True, 6138.0, 0.335, 100.000, 7.0, -1, True, 6396.0, 0.289, 100.000, 3.0, -1, True, 6401.0, 0.314, 100.000, 4.0, -1, True, 6339.0, 0.350, 100.000, 3.0, -1, True, 6283.0, 0.400, 100.000, 6.0, -1, True, 6138.0
16685, 29, 10, 7.759, 7.684, 3.379, 296.236, 0.931, 22.381, 4.483, 0.738, 8.000, 0.165, 2.000, 227494, 0.000, 0, 0, False, 18, 9.620689655172415, 4223.0, 4263.0, 4361.0, 0.207, 100.000, 20.0, -1, True, 4423.0, 0.254, 100.000, 16.0, -1, True, 4263.0, 0.190, 100.000, 20.0, -1, True, 4352.0, 0.196, 100.000, 21.0, -1, True, 4328.0, 0.149, 100.000, 14.0, -1, True, 4314.0, 0.189, 100.000, 20.0, -1, True, 4359.0, 0.180, 100.000, 23.0, -1, True, 4263.0
16687, 27, 12, 7.963, 8.795, 0.778, 297.823, 0.940, 18.694, 5.148, 0.907, 9.000, 0.176, 3.000, 385778, 0.001, 0, 0, False, 5, 1.2592592592592593, 1321.0, 1321.0, 1485.0, 0.166, 100.000, 63.0, -1, True, 1656.0, 0.905, 100.000, 59.0, -1, True, 1321.0, 0.246, 100.000, 67.0, -1, True, 1326.0, 0.273, 100.000, 67.0, -1, True, 1367.0, 0.222, 100.000, 55.0, -1, True, 1393.0, 0.235, 100.000, 66.0, -1, True, 1321.0, 0.248, 100.000, 68.0, -1, True, 1321.0
16688, 92, 13, 2.663, 3.731, 4.630, 300.857, 0.499, 106.141, 2.185, 1.735, 4.000, 0.794, 5.000, 16146, 0.000, 0, 0, False, 53, 25.32608695652174, 14286.0, 14445.0, 15627.0, 0.354, 100.000, 7.0, -1, True, 15437.0, 0.621, 100.000, 2.0, -1, True, 14445.0, 0.329, 100.000, 4.0, -1, True, 15190.0, 0.299, 100.000, 4.0, -1, True, 15422.0, 0.326, 100.000, 6.0, -1, True, 15496.0, 0.336, 100.000, 8.0, -1, True, 14997.0, 0.291, 100.000, 5.0, -1, True, 14445.0
16689, 89, 16, 2.573, 4.493, 4.573, 299.869, 0.770, 44.832, 2.831, 2.375, 4.000, 0.839, 7.000, 19970, 0.000, 0, 0, False, 51, 26.280898876404493, 13586.0, 13597.0, 13992.0, 0.339, 100.000, 15.0, -1, True, 14371.0, 0.506, 100.000, 13.0, -1, True, 13597.0, 0.387, 100.000, 16.0, -1, True, 13836.0, 0.354, 100.000, 28.0, -1, True, 14062.0, 0.292, 100.000, 17.0, -1, True, 14114.0, 0.337, 100.000, 15.0, -1, True, 13717.0, 0.346, 100.000, 12.0, -1, True, 13597.0
16690, 89, 15, 2.337, 4.755, 0.865, 302.380, 0.558, 85.265, 2.730, 2.448, 5.000, 0.897, 7.000, 29762, 0.000, 0, 0, False, 7, 1.3707865168539326, 2274.0, 4687.0, 5344.0, 0.281, 100.000, 15.0, -1, True, 5953.0, 2.463, 100.000, 16.0, -1, True, 4687.0, 0.311, 100.000, 26.0, -1, True, 5787.0, 0.356, 100.000, 20.0, -1, True, 4869.0, 0.346, 100.000, 24.0, -1, True, 5387.0, 0.297, 100.000, 16.0, -1, True, 4739.0, 0.334, 100.000, 24.0, -1, True, 4687.0
16691, 84, 11, 2.429, 3.471, 0.774, 301.338, 0.719, 62.031, 2.107, 1.729, 3.000, 0.820, 5.000, 13470, 0.000, 0, 0, False, 9, 1.7619047619047619, 2790.0, 3274.0, 4324.0, 0.220, 100.000, 38.0, -1, True, 4984.0, 1.548, 100.000, 37.0, -1, True, 3274.0, 0.268, 100.000, 51.0, -1, True, 4262.0, 0.220, 100.000, 46.0, -1, True, 3686.0, 0.237, 100.000, 45.0, -1, True, 4087.0, 0.218, 100.000, 37.0, -1, True, 3692.0, 0.297, 100.000, 37.0, -1, True, 3274.0
16670, 93, 8, 7.398, 5.993, 1.000, 300.283, 0.734, 70.759, 3.538, 0.652, 6.000, 0.184, 2.000, 2189502, 0.000, 0, 0, False, 9, 2.064516129032258, 2227.0, 7352.0, 8259.0, 1.486, 100.000, 59.0, -1, True, 7352.0, 12.320, 100.000, 58.0, -1, True, 8067.0, 1.366, 100.000, 59.0, -1, True, 8903.0, 1.716, 100.000, 52.0, -1, True, 8270.0, 1.603, 100.000, 60.0, -1, True, 8578.0, 1.324, 100.000, 55.0, -1, True, 7947.0, 1.497, 100.000, 54.0, -1, True, 7352.0
16696, 74, 12, 7.203, 3.439, 4.703, 300.565, 0.459, 112.870, 4.149, 1.094, 3.000, 0.264, 4.000, 62476, 0.000, 0, 0, False, 45, 24.12162162162162, 10515.0, 10652.0, 10800.0, 0.455, 100.000, 3.0, -1, True, 11085.0, 0.811, 100.000, 5.0, -1, True, 10652.0, 0.496, 100.000, 8.0, -1, True, 11175.0, 0.444, 100.000, 3.0, -1, True, 11110.0, 0.461, 100.000, 5.0, -1, True, 10944.0, 0.453, 100.000, 5.0, -1, True, 10842.0, 0.481, 100.000, 8.0, -1, True, 10652.0
